number,title,start,end,text,chunk_id,embedding
1,Installing VS Code & How Websites Work,386.5,387.5, This is white color.,158,"[-3.8625820e-02  2.2605572e-02 -5.9342746e-02 ... -5.0393270e-03
  5.9550150e-05  1.3360242e-02]"
1,Installing VS Code & How Websites Work,387.5,390.5, This ring means that you have not saved this file.,159,"[-0.05931597  0.03709195 -0.03475793 ...  0.00930133 -0.02329072
  0.03372512]"
1,Installing VS Code & How Websites Work,390.5,392.5," If you click on this, it will save.",160,"[-0.02392968  0.02695022 -0.03598059 ...  0.01123214 -0.02325971
  0.00422033]"
1,Installing VS Code & How Websites Work,392.5,397.5, I will recommend you to go to the file and enable the auto save option.,161,"[-0.01864047  0.02870167 -0.03787265 ...  0.00745401 -0.04676824
  0.02861244]"
1,Installing VS Code & How Websites Work,397.5,400.5," As you type, you will not see this ring.",162,"[-0.04682314  0.04322847 -0.03833615 ...  0.05580421 -0.02713877
  0.02908648]"
1,Installing VS Code & How Websites Work,400.5,402.5, Your file will instantly be saved.,163,"[-0.02849555  0.04031192 -0.02925392 ...  0.0372702  -0.06612149
  0.01176328]"
1,Installing VS Code & How Websites Work,402.5,403.5, As you type.,164,"[-0.02385979  0.04707585 -0.04294426 ...  0.00987154 -0.01768521
  0.01488832]"
1,Installing VS Code & How Websites Work,403.5,404.5, And I recommend this too.,165,"[-0.03610553  0.06419962 -0.05556311 ... -0.01649893  0.01281988
  0.03355423]"
1,Installing VS Code & How Websites Work,404.5,406.5, We will not use control s.,166,"[-0.01571381  0.03520461 -0.05804851 ...  0.0130213  -0.00505189
  0.01650369]"
1,Installing VS Code & How Websites Work,406.5,408.5," Otherwise, if you want to save from control s.",167,"[-3.9743155e-02  5.0766286e-02 -3.6418688e-02 ... -6.2784886e-05
 -2.1562312e-02  2.2657244e-02]"
1,Installing VS Code & How Websites Work,408.5,410.5, You can disable this option.,168,"[-0.05051962  0.01445226 -0.03357902 ...  0.00452334 -0.00419237
  0.01881012]"
1,Installing VS Code & How Websites Work,410.5,413.5, I would like you to click on gear.,169,"[-0.06713142 -0.00194165 -0.07223353 ... -0.00971497 -0.01078764
 -0.01844479]"
1,Installing VS Code & How Websites Work,413.5,414.5, Click on settings.,170,"[-0.02058683 -0.00958479 -0.081792   ... -0.01805871  0.0010754
 -0.05475317]"
1,Installing VS Code & How Websites Work,414.5,416.5, And search here mouse.,171,"[-0.04859131  0.00819272 -0.05313652 ...  0.00925142  0.0242
  0.01376085]"
1,Installing VS Code & How Websites Work,416.5,417.5, Mouse.,172,"[-0.03922209  0.01616643 -0.0543592  ...  0.00537065 -0.00641871
 -0.0107737 ]"
1,Installing VS Code & How Websites Work,417.5,419.5, Now here you see editor mouse wheel zoom.,173,"[-0.05049393 -0.0206521  -0.02590851 ...  0.02782804 -0.03872227
 -0.00641465]"
1,Installing VS Code & How Websites Work,419.5,420.5, Check it.,174,"[-0.01330858  0.03171084 -0.06236288 ... -0.02131776 -0.00873925
  0.00137759]"
1,Installing VS Code & How Websites Work,420.5,422.5, I will tell you what will happen if you check it.,175,"[-0.02218982  0.02086604 -0.0732698  ... -0.01657849 -0.02077339
 -0.02544391]"
1,Installing VS Code & How Websites Work,422.5,424.5, Just close it by checking it.,176,"[-0.02693025  0.02549254 -0.0510043  ... -0.00315109 -0.0344085
 -0.00339748]"
1,Installing VS Code & How Websites Work,424.5,426.5, Now you do not have to be afraid.,177,"[ 0.00341226  0.00305079 -0.06419081 ...  0.03441054 -0.0320386
 -0.02696103]"
1,Installing VS Code & How Websites Work,426.5,427.5, What is VS code?,178,"[-0.0530462  -0.01932549 -0.03443486 ...  0.01566069  0.02514162
 -0.002414  ]"
1,Installing VS Code & How Websites Work,427.5,428.5, How is VS code?,179,"[-0.05464247 -0.01439921 -0.02793933 ...  0.01799831  0.02758537
 -0.00704662]"
1,Installing VS Code & How Websites Work,428.5,429.5, What is this?,180,"[-0.02055316  0.02426456 -0.03615269 ... -0.00676525  0.0253715
  0.01525171]"
1,Installing VS Code & How Websites Work,429.5,430.5, What is this?,181,"[-0.02055316  0.02426456 -0.03615269 ... -0.00676525  0.0253715
  0.01525171]"
1,Installing VS Code & How Websites Work,430.5,431.5, What is this news?,182,"[-0.02736288  0.02044648 -0.02740245 ... -0.02414465  0.01435609
  0.00400482]"
1,Installing VS Code & How Websites Work,431.5,432.5, But you do not have to see this.,183,"[-0.02292335  0.02263928 -0.0456495  ...  0.02210617 -0.02420767
  0.00600059]"
1,Installing VS Code & How Websites Work,432.5,436.5, Now you will simply scroll by pressing control.,184,"[-0.06535342  0.00094077 -0.0403503  ... -0.00184919 -0.03166573
  0.01885739]"
1,Installing VS Code & How Websites Work,436.5,439.5, So what happens is that your font size changes.,185,"[-0.0528711   0.01995806 -0.05346572 ...  0.02168302 -0.05628402
  0.04652419]"
1,Installing VS Code & How Websites Work,439.5,441.5, Now I will show you a magic.,186,"[-0.02474869  0.03349242 -0.04473832 ... -0.00631182 -0.02896598
 -0.0160027 ]"
1,Installing VS Code & How Websites Work,441.5,443.5, It is a very simple logic.,187,"[-0.02422996  0.02768291 -0.03404431 ... -0.00148491  0.00015209
 -0.01995936]"
1,Installing VS Code & How Websites Work,443.5,448.5," In the downloads, what happened in the folder called sigma web development course?",188,"[-0.04807137 -0.04630663 -0.03832192 ...  0.00873458 -0.01038548
 -0.00963022]"
1,Installing VS Code & How Websites Work,448.5,449.5, What happened?,189,"[ 0.01009945  0.03146942 -0.06904063 ... -0.01242333  0.00298061
 -0.01432984]"
1,Installing VS Code & How Websites Work,449.5,450.5, This file was created.,190,"[-0.02218118  0.02050468 -0.04913194 ...  0.0349674  -0.02317172
  0.00251021]"
1,Installing VS Code & How Websites Work,450.5,451.5, Index.html.,191,"[-0.05630183 -0.01613107 -0.01487155 ...  0.01463766  0.00023589
  0.01522807]"
1,Installing VS Code & How Websites Work,451.5,453.5, Which is very natural.,192,"[-0.02434198  0.03787406 -0.06168482 ... -0.03229494 -0.01754418
 -0.00546929]"
1,Installing VS Code & How Websites Work,453.5,456.5, Because I have opened this folder in VS code.,193,"[-0.03615449  0.00771983 -0.05963661 ...  0.02593167 -0.0059297
 -0.00305168]"
1,Installing VS Code & How Websites Work,456.5,458.5, Because I have opened this folder in VS code.,194,"[-0.03615449  0.00771983 -0.05963661 ...  0.02593167 -0.0059297
 -0.00305168]"
1,Installing VS Code & How Websites Work,458.5,460.5, This file is also made here.,195,"[-0.03107022  0.02036377 -0.05997114 ...  0.04597403 -0.01951092
  0.03371879]"
1,Installing VS Code & How Websites Work,460.5,461.5, I will make another file here.,196,"[-0.03781742  0.01729912 -0.05540651 ...  0.02081141 -0.03128425
  0.00731235]"
1,Installing VS Code & How Websites Work,461.5,463.5, I will make a file called this.txt.,197,"[-0.05273909  0.00605607 -0.02303493 ...  0.00404586 -0.02776111
 -0.00022695]"
1,Installing VS Code & How Websites Work,463.5,465.5, I will write this is this.,198,"[-0.0315157   0.04684288 -0.02707392 ...  0.00861378  0.00228087
 -0.00219666]"
1,Installing VS Code & How Websites Work,465.5,466.5, So what will happen?,199,"[-0.02094672  0.05349563 -0.0532672  ...  0.01105207 -0.010858
  0.01301963]"
1,Installing VS Code & How Websites Work,466.5,467.5, This file will also be created here.,200,"[-0.04004459  0.03384609 -0.05274649 ...  0.07085813 -0.03088125
  0.02750908]"
1,Installing VS Code & How Websites Work,467.5,468.5, You can see.,201,"[ 0.0089294   0.03532069 -0.02319811 ... -0.00578188 -0.02591356
  0.01617424]"
1,Installing VS Code & How Websites Work,468.5,471.5, So this folder and this VS code are both in sync.,202,"[-0.03717105  0.00348883 -0.05221719 ...  0.03550256 -0.00247731
  0.00894021]"
1,Installing VS Code & How Websites Work,471.5,473.5, Now I will open this file from here with notepad.,203,"[-0.02584723 -0.00039069 -0.02478217 ...  0.0404809  -0.02188647
 -0.00737694]"
1,Installing VS Code & How Websites Work,473.5,474.5, And I will show you.,204,"[-0.03551992  0.03985755 -0.04275656 ... -0.00217049 -0.02637226
 -0.03090882]"
1,Installing VS Code & How Websites Work,474.5,476.5, This file will be opened in notepad.,205,"[-0.02417514  0.01385777 -0.03652786 ...  0.0621979  -0.0095858
  0.01903424]"
1,Installing VS Code & How Websites Work,476.5,477.5, So I can do that too.,206,"[-0.02597039  0.05886662 -0.01698639 ... -0.03318736 -0.0273865
  0.01132529]"
1,Installing VS Code & How Websites Work,477.5,478.5, That is also my wish.,207,"[-0.04336682  0.06022067 -0.04793447 ... -0.02870649 -0.03599597
  0.00800285]"
1,Installing VS Code & How Websites Work,478.5,480.5, But I will not use notepad.,208,"[-0.03052118  0.00962041 -0.03474014 ... -0.00694162 -0.03975377
  0.02936481]"
1,Installing VS Code & How Websites Work,480.5,483.5, Because there are some things in VS code that do not give me notepad.,209,"[-0.04722889 -0.00617365 -0.05139539 ...  0.03042454  0.01612973
 -0.03236632]"
1,Installing VS Code & How Websites Work,483.5,486.5, And I want me to get those features.,210,"[-0.01905922  0.04106566 -0.05758697 ... -0.02532317 -0.01276721
  0.01655363]"
1,Installing VS Code & How Websites Work,486.5,488.5, I do not want to overrun you.,211,"[-0.02102684  0.01451979 -0.06790531 ...  0.01741827  0.00170364
 -0.01950231]"
1,Installing VS Code & How Websites Work,488.5,493.5, But I will show you that what is there in VS code that you do not get in notepad.,212,"[-0.04357552 -0.00753341 -0.05885754 ...  0.04159982  0.00287931
 -0.01104155]"
1,Installing VS Code & How Websites Work,493.5,494.5, If I write here.,213,"[-0.04539516  0.04130206 -0.01544622 ...  0.0110723  -0.01327239
  0.01818474]"
1,Installing VS Code & How Websites Work,494.5,495.5, Hit html.,214,"[-0.04553809  0.00956285 -0.02177214 ...  0.05835412 -0.01594567
 -0.00153977]"
1,Installing VS Code & How Websites Work,495.5,499.5," If I hit enter, it automatically gives me the opening closing tag.",215,"[-0.04018143 -0.02401958 -0.05220553 ... -0.02489712 -0.06211563
  0.00419527]"
1,Installing VS Code & How Websites Work,499.5,501.5, If I hit the exclamation mark here.,216,"[-0.03682486  0.00401978 -0.03740215 ... -0.01635035 -0.004975
  0.04094942]"
1,Installing VS Code & How Websites Work,501.5,503.5, It gives me a boilerplate template.,217,"[-0.04530426 -0.01400373 -0.07624787 ... -0.00320548  0.00157581
 -0.02762911]"
1,Installing VS Code & How Websites Work,503.5,507.5," If I click on this, then see the basic code of html came here.",218,"[-0.02112268 -0.0085561  -0.03337411 ...  0.03880379  0.02918999
 -0.03640949]"
1,Installing VS Code & How Websites Work,507.5,509.5, We will discuss about this later.,219,"[-0.0146636   0.02793272 -0.02917805 ... -0.01926154  0.03499171
 -0.0154059 ]"
1,Installing VS Code & How Websites Work,509.5,511.5, You do not get overwhelmed at all.,220,"[-0.01019061 -0.00589485 -0.07948448 ...  0.0098694  -0.01259919
 -0.02387453]"
1,Installing VS Code & How Websites Work,511.5,513.5, But as I want to tell you that.,221,"[-0.00442414  0.06889729 -0.02946326 ... -0.04522508 -0.01934203
  0.00591082]"
1,Installing VS Code & How Websites Work,513.5,516.5, What kind of profit did this VS code get?,222,"[-0.03888624  0.00577198 -0.04713246 ...  0.02895036  0.00414368
  0.01779397]"
1,Installing VS Code & How Websites Work,516.5,518.5, Why did we not use notepad or VS code?,223,"[-0.03976048  0.00893089 -0.04546058 ...  0.02185104  0.00086022
 -0.01049901]"
1,Installing VS Code & How Websites Work,518.5,519.5, And this feels.,224,"[-0.00543998  0.03826664 -0.03948916 ...  0.02464849 -0.02403153
  0.00074459]"
1,Installing VS Code & How Websites Work,519.5,520.5, It feels so good.,225,"[-0.00735693  0.02915625 -0.06134121 ...  0.01521516 -0.04105897
 -0.02438858]"
1,Installing VS Code & How Websites Work,520.5,522.5, It feels like a developer.,226,"[-0.03628743 -0.0186533  -0.05246466 ...  0.02031198 -0.02237714
 -0.02020272]"
1,Installing VS Code & How Websites Work,522.5,523.5, It feels like a hacker.,227,"[-0.00933058  0.00159004 -0.06452325 ...  0.04030142 -0.02118845
  0.00260208]"
1,Installing VS Code & How Websites Work,523.5,524.5, That feel is also important.,228,"[-0.0295855   0.03003825 -0.04508383 ...  0.02430652 -0.02581088
  0.00079662]"
1,Installing VS Code & How Websites Work,524.5,526.5, Then there will be a confidence to do coding.,229,"[-0.03053844 -0.00497563 -0.0584241  ...  0.00609075 -0.00882169
 -0.01289703]"
1,Installing VS Code & How Websites Work,526.5,528.5, Now for Mac and Linux users.,230,"[-0.01487898  0.00490718 -0.0663749  ...  0.03012051 -0.00511146
 -0.00178351]"
1,Installing VS Code & How Websites Work,528.5,532.5, I want to comment on something exactly similar for you.,231,"[-0.03867047  0.04649936 -0.05723804 ... -0.00050253 -0.04079691
  0.02846292]"
1,Installing VS Code & How Websites Work,532.5,534.5, I am using windows because I do not have windows laptop.,232,"[-0.00937586  0.01358379 -0.05110473 ... -0.02062786 -0.03598034
 -0.03014616]"
1,Installing VS Code & How Websites Work,534.5,536.5, I cannot use 3 laptops.,233,"[ 0.03170488  0.00586417 -0.06559851 ... -0.00452862 -0.0088803
  0.05498482]"
1,Installing VS Code & How Websites Work,536.5,537.5," Linux, Mac and windows 3.",234,"[-0.0259182   0.01807252 -0.05663336 ...  0.04487943  0.04649442
  0.00660935]"
1,Installing VS Code & How Websites Work,537.5,539.5, I cannot use them all together.,235,"[ 0.01431795  0.04092701 -0.07544371 ... -0.00932617 -0.03049173
  0.04419095]"
1,Installing VS Code & How Websites Work,539.5,541.5, So exactly the same things will remain for you.,236,"[-0.03540659  0.03762611 -0.06403241 ...  0.01085274 -0.02815891
  0.02202987]"
1,Installing VS Code & How Websites Work,541.5,544.5," In fact, I should say that similar things will remain.",237,"[-0.03009147  0.04499749 -0.05218479 ... -0.00029945 -0.02213458
  0.00015254]"
1,Installing VS Code & How Websites Work,544.5,546.5, Exactly the same things will remain very similar.,238,"[-0.03217835  0.04869926 -0.0643778  ...  0.01026688 -0.01915106
  0.00875159]"
1,Installing VS Code & How Websites Work,546.5,549.5," Okay, so you will be able to follow along very easily.",239,"[-0.0174923   0.03114867 -0.05986034 ... -0.00165724 -0.0622492
  0.03017794]"
1,Installing VS Code & How Websites Work,549.5,550.5, So do not take tension at all.,240,"[ 0.00444953  0.00698308 -0.09276377 ...  0.00584492 -0.00736549
  0.00137192]"
1,Installing VS Code & How Websites Work,550.5,552.5, I will tell you about some extensions.,241,"[-0.05483916  0.00909229 -0.06392685 ... -0.03217435 -0.01526375
 -0.01750056]"
1,Installing VS Code & How Websites Work,552.5,554.5, In a little while and you will enjoy.,242,"[-0.00187901  0.05332386 -0.05810541 ...  0.01077036 -0.06061627
  0.00442529]"
1,Installing VS Code & How Websites Work,554.5,556.5, Use those extensions and you will also say.,243,"[-0.04294869  0.01720315 -0.05001911 ...  0.00895701 -0.02684397
  0.01884223]"
1,Installing VS Code & How Websites Work,556.5,557.5, It was fun.,244,"[ 0.00785338  0.02076288 -0.0635021  ...  0.00292744 -0.02052827
  0.01485993]"
1,Installing VS Code & How Websites Work,557.5,558.5, What did you recommend?,245,"[-0.03219435  0.01091157 -0.08414925 ... -0.01709001  0.01883503
  0.03867813]"
1,Installing VS Code & How Websites Work,558.5,560.5, But I will tell you in a little while.,246,"[-0.02331091  0.05254277 -0.06013711 ... -0.00726216 -0.03695431
 -0.04415434]"
1,Installing VS Code & How Websites Work,560.5,562.5, And this is criminally underrated.,247,"[-0.03979762  0.03708323 -0.02299101 ... -0.01219326 -0.01025506
  0.02968038]"
1,Installing VS Code & How Websites Work,562.5,564.5, I am telling you that you will enjoy.,248,"[-0.02375379  0.04227976 -0.07605392 ... -0.00466584 -0.05635877
  0.01419826]"
1,Installing VS Code & How Websites Work,564.5,566.5, I would like to tell you about that too.,249,"[-0.03852614  0.0618968  -0.04934011 ... -0.00391342  0.00111069
  0.00933278]"
1,Installing VS Code & How Websites Work,566.5,567.5, You will do it here.,250,"[-0.0120623   0.03809878 -0.05900188 ...  0.02151207 -0.03584612
  0.05705193]"
1,Installing VS Code & How Websites Work,567.5,568.5, You will do it right.,251,"[-0.01516776  0.03498345 -0.05164664 ... -0.00020686 -0.05035758
  0.00716736]"
1,Installing VS Code & How Websites Work,568.5,569.5, You will click on command palette.,252,"[-0.04692193  0.01709815 -0.04601619 ...  0.01824173  0.00786551
 -0.00414761]"
