number,title,start,end,text
1,Installing VS Code & How Websites Work,796.5,798.5, Which means how to show me this?
1,Installing VS Code & How Websites Work,798.5,799.5, This is for browser.
1,Installing VS Code & How Websites Work,799.5,801.5, So Client browser says something like this.
1,Installing VS Code & How Websites Work,801.5,803.5, What's give me youtube.com.
1,Installing VS Code & How Websites Work,803.5,806.5, Browser says what's you want youtube.com.
1,Installing VS Code & How Websites Work,806.5,807.5, Wait.
1,Installing VS Code & How Websites Work,807.5,808.5, I will ask youtube.com.
1,Installing VS Code & How Websites Work,808.5,810.5, Then browser goes to server.
1,Installing VS Code & How Websites Work,810.5,812.5, Means it requests server.
1,Installing VS Code & How Websites Work,812.5,814.5, It says give me youtube.com.
1,Installing VS Code & How Websites Work,814.5,816.5, The server will give it here.
1,Installing VS Code & How Websites Work,816.5,817.5, It will say here.
1,Installing VS Code & How Websites Work,817.5,818.5, It will say here.
1,Installing VS Code & How Websites Work,818.5,819.5, Error.
1,Installing VS Code & How Websites Work,819.5,820.5, It will say server error.
1,Installing VS Code & How Websites Work,820.5,821.5, It didn't get it.
1,Installing VS Code & How Websites Work,821.5,822.5, Whatever the response is.
1,Installing VS Code & How Websites Work,822.5,824.5, Ideally it should be 200.
1,Installing VS Code & How Websites Work,824.5,825.5, The response code is 200.
1,Installing VS Code & How Websites Work,825.5,827.5, With that response.
1,Installing VS Code & How Websites Work,827.5,830.5, Which is our browser.
1,Installing VS Code & How Websites Work,830.5,831.5, It comes back to client.
1,Installing VS Code & How Websites Work,831.5,832.5, And shows this kind of page.
1,Installing VS Code & How Websites Work,832.5,833.5, I hope you have cleared it.
1,Installing VS Code & How Websites Work,833.5,835.5, Client browser server.
1,Installing VS Code & How Websites Work,835.5,836.5, Okay.
1,Installing VS Code & How Websites Work,836.5,837.5, So Client browser has.
1,Installing VS Code & How Websites Work,837.5,838.5, Browser has.
1,Installing VS Code & How Websites Work,838.5,839.5, Browser has.
1,Installing VS Code & How Websites Work,839.5,840.5, Back to browser.
1,Installing VS Code & How Websites Work,840.5,841.5, Client has.
1,Installing VS Code & How Websites Work,841.5,842.5, So this is how it works.
1,Installing VS Code & How Websites Work,842.5,843.5, This is a little more important.
1,Installing VS Code & How Websites Work,843.5,844.5, Let me tell you once more.
1,Installing VS Code & How Websites Work,844.5,845.5, When you write google.com.
1,Installing VS Code & How Websites Work,845.5,846.5, On any website.
1,Installing VS Code & How Websites Work,846.5,847.5, Google.com.
1,Installing VS Code & How Websites Work,847.5,848.5, So client.
1,Installing VS Code & How Websites Work,848.5,849.5, It says give me google.com.
1,Installing VS Code & How Websites Work,849.5,850.5, Browser says.
1,Installing VS Code & How Websites Work,850.5,851.5, Guru dev.
1,Installing VS Code & How Websites Work,851.5,852.5, You want google.com.
1,Installing VS Code & How Websites Work,852.5,853.5, Wait.
1,Installing VS Code & How Websites Work,853.5,854.5, I will give you server.
1,Installing VS Code & How Websites Work,854.5,855.5, So browser goes to server.
1,Installing VS Code & How Websites Work,855.5,856.5, And it gets google.com.
1,Installing VS Code & How Websites Work,856.5,857.5, And it gives you.
1,Installing VS Code & How Websites Work,857.5,858.5, You get google.com.
1,Installing VS Code & How Websites Work,858.5,859.5, Now with google.com.
1,Installing VS Code & How Websites Work,859.5,860.5," All the images, videos, whatever it is."
1,Installing VS Code & How Websites Work,860.5,861.5, All these things are sent.
1,Installing VS Code & How Websites Work,861.5,862.5, These icons.
1,Installing VS Code & How Websites Work,862.5,863.5, All these things are sent.
1,Installing VS Code & How Websites Work,863.5,864.5, These icons.
1,Installing VS Code & How Websites Work,864.5,865.5, These icons.
1,Installing VS Code & How Websites Work,865.5,866.5, The URL of these icons is also written in this code.
1,Installing VS Code & How Websites Work,866.5,867.5, And that too.
1,Installing VS Code & How Websites Work,867.5,868.5, The browser works.
1,Installing VS Code & How Websites Work,868.5,869.5, It displays us correctly.
1,Installing VS Code & How Websites Work,869.5,870.5, So the server.
1,Installing VS Code & How Websites Work,870.5,871.5, It is a very good thing.
1,Installing VS Code & How Websites Work,871.5,872.5, It is very good.
1,Installing VS Code & How Websites Work,872.5,873.5, It is very good.
1,Installing VS Code & How Websites Work,873.5,874.5, It displays us easily.
1,Installing VS Code & How Websites Work,874.5,875.5, So the server.
1,Installing VS Code & How Websites Work,875.5,877.5, It sends the browser a bundle.
1,Installing VS Code & How Websites Work,877.5,878.5, It sends a bundle like this.
1,Installing VS Code & How Websites Work,878.5,879.5, And passing this bundle.
1,Installing VS Code & How Websites Work,879.5,881.5, It shows us this way.
1,Installing VS Code & How Websites Work,881.5,882.5, It works as a browser.
1,Installing VS Code & How Websites Work,882.5,884.5, Now whatever further interaction.
1,Installing VS Code & How Websites Work,884.5,885.5, The user.
1,Installing VS Code & How Websites Work,885.5,886.5, With this page.
1,Installing VS Code & How Websites Work,886.5,887.5, The browser will get additional requests.
1,Installing VS Code & How Websites Work,887.5,889.5, If I write and inspect.
1,Installing VS Code & How Websites Work,889.5,890.5, And then go to network.
1,Installing VS Code & How Websites Work,890.5,891.5, And here I write.
1,Installing VS Code & How Websites Work,891.5,892.5, Suppose.
1,Installing VS Code & How Websites Work,892.5,893.5, Harry brother.
1,Installing VS Code & How Websites Work,893.5,894.5, I wrote Harry brother.
1,Installing VS Code & How Websites Work,894.5,895.5, So look at all the requests.
1,Installing VS Code & How Websites Work,895.5,896.5, For images.
1,Installing VS Code & How Websites Work,896.5,897.5, And also all the requests.
1,Installing VS Code & How Websites Work,897.5,898.5, So as you interact.
1,Installing VS Code & How Websites Work,898.5,899.5, As you interact.
1,Installing VS Code & How Websites Work,899.5,900.5, As you interact.
1,Installing VS Code & How Websites Work,900.5,901.5, As you interact.
1,Installing VS Code & How Websites Work,901.5,902.5, And you have to send additional requests.
1,Installing VS Code & How Websites Work,902.5,903.5, To the browser.
1,Installing VS Code & How Websites Work,903.5,904.5, So by combining.
1,Installing VS Code & How Websites Work,904.5,906.5, You can consider it as a restaurant.
1,Installing VS Code & How Websites Work,906.5,907.5, You have given an order.
1,Installing VS Code & How Websites Work,907.5,908.5, That is on the request page.
1,Installing VS Code & How Websites Work,908.5,909.5, You have given an order.
1,Installing VS Code & How Websites Work,909.5,910.5, You have taken an order.
1,Installing VS Code & How Websites Work,910.5,911.5, A waiter took it.
1,Installing VS Code & How Websites Work,911.5,913.5, The waiter went to the kitchen.
1,Installing VS Code & How Websites Work,913.5,915.5, He sent it to your order.
1,Installing VS Code & How Websites Work,915.5,916.5, You consider the kitchen as a server.
1,Installing VS Code & How Websites Work,916.5,917.5, And finally.
1,Installing VS Code & How Websites Work,917.5,919.5, When the kitchen gave the order.
1,Installing VS Code & How Websites Work,919.5,921.5, So what did this waiter do.
1,Installing VS Code & How Websites Work,921.5,923.5, Which is working as a browser.
1,Installing VS Code & How Websites Work,923.5,925.5, The waiter saw you.
1,Installing VS Code & How Websites Work,925.5,926.5, Order again.
1,Installing VS Code & How Websites Work,926.5,928.5, It is possible that the order.
1,Installing VS Code & How Websites Work,928.5,929.5, Can not be made in the kitchen.
1,Installing VS Code & How Websites Work,929.5,930.5, For some reason.
1,Installing VS Code & How Websites Work,930.5,931.5, It is very less.
1,Installing VS Code & How Websites Work,931.5,932.5, Order again.
1,Installing VS Code & How Websites Work,932.5,933.5, And you did not get it.
1,Installing VS Code & How Websites Work,933.5,934.5, But it happens sometimes.
1,Installing VS Code & How Websites Work,934.5,935.5, Similarly here also sometimes happens.
1,Installing VS Code & How Websites Work,935.5,936.5, This error is seen.
1,Installing VS Code & How Websites Work,936.5,937.5, 4 not 4 error.
1,Installing VS Code & How Websites Work,937.5,938.5, Or 500 error.
1,Installing VS Code & How Websites Work,938.5,940.5, The server is not working.
1,Installing VS Code & How Websites Work,940.5,941.5, Such an error.
1,Installing VS Code & How Websites Work,941.5,942.5, So such an error is seen.
1,Installing VS Code & How Websites Work,942.5,943.5, Whenever you see.
1,Installing VS Code & How Websites Work,943.5,944.5, Even then it is told to you.
1,Installing VS Code & How Websites Work,944.5,946.5, But ideally 200.
1,Installing VS Code & How Websites Work,946.5,948.5, That is the response of OK.
1,Installing VS Code & How Websites Work,948.5,950.5, And you get such a web page.
1,Installing VS Code & How Websites Work,950.5,952.5, So you can consider it as a restaurant.
1,Installing VS Code & How Websites Work,952.5,953.5, So whenever you write.
1,Installing VS Code & How Websites Work,953.5,954.5, Google.com slash mail.
1,Installing VS Code & How Websites Work,954.5,956.5, So if Google.com slash mail is available.
1,Installing VS Code & How Websites Work,956.5,957.5, Then you will see.
1,Installing VS Code & How Websites Work,957.5,958.5, And if you write.
1,Installing VS Code & How Websites Work,958.5,959.5, Code with any.
1,Installing VS Code & How Websites Work,959.5,960.5, Contact.
1,Installing VS Code & How Websites Work,960.5,961.5, If it is available.
1,Installing VS Code & How Websites Work,961.5,962.5, Then you will see.
1,Installing VS Code & How Websites Work,962.5,963.5, If it is not available.
1,Installing VS Code & How Websites Work,963.5,964.5, Then 4 not 4.
1,Installing VS Code & How Websites Work,964.5,965.5, Or 500 error.
1,Installing VS Code & How Websites Work,965.5,966.5, So you will see a 500 page.
1,Installing VS Code & How Websites Work,966.5,967.5, You will see.
1,Installing VS Code & How Websites Work,967.5,968.5, Whatever server will send.
1,Installing VS Code & How Websites Work,968.5,970.5, So this cycle is going on.
1,Installing VS Code & How Websites Work,970.5,972.5, The client sent me a request.
1,Installing VS Code & How Websites Work,972.5,973.5, The browser sent the server.
